"gene","gene_len","transcript_len","intron_len"
"Ankrd13c",60170,3452,56718
"Gm33759",1977,1514,463
"Srsf11",26158,4693,21465
"Lrrc40",30409,2815,27594
"Lrrc7",479334,9365,469969
"Gm33810",2154,641,1513
"Gm3092",1047,1047,0
"Gm9423",1219,1219,0
"Gm20752",231717,2832,228885
"Gm9424",2130,1042,1088
"LOC105244597",4713,1317,3396
"Depdc1a",34530,3472,31058
"Rpe65",26233,1970,24263
"Wls",98994,3003,95991
"Gm19149",626,626,0
"Gm17843",770,770,0
"Vmn1r-ps2",894,894,0
"Vmn1r-ps3",984,984,0
"Vmn1r2",921,921,0
"Vmn1r3",921,921,0
"Gm11783",28012,3757,24255
"Gm11786",159,159,0
"Gm11784",2252,2252,0
"Gm11787",19823,1335,18488
"Mir3471-2",102,102,0
"Tmem68",25808,2979,22829
"Tgs1",41746,4535,37211
"2210414B05Rik",6603,874,5729
"LOC105247090",18770,4283,14487
"Lyn",113492,3456,110036
"6330407A03Rik",1850,1850,0
"Gm11805",824,824,0
"Rps20",1128,502,626
"Gm32823",29158,1303,27855
"Mos",1448,1448,0
"Plag1",39666,7112,32554
"Gm32869",12433,12358,75
"Chchd7",12523,3216,9307
"Gm19037",1103,1103,0
"Gm11808",479,479,0
"Rps10-ps3",500,500,0
"Sdr16c5",23722,1379,22343
"Sdr16c6",21669,2181,19488
"Penk",5436,1749,3687
"A830012C17Rik",33817,1733,32084
"Gm33007",40813,903,39910
"Gm33057",77390,2535,74855
"Gm11780",1685,1685,0
"Gm33182",21606,4084,17522
"Gm33259",2904,1085,1819
"Impad1",28965,4636,24329
"Gm18933",630,630,0
"4930423M02Rik",9957,1205,8752
"Fam110b",157024,3769,153255
"Gm11796",1182,1182,0
"Gm18158",782,782,0
"Gm11797",727,727,0
"Ubxn2b",28684,4735,23949
"Cyp7a1",11519,4969,6550
"4930430E12Rik",2308,397,1911
"Sdcbp",30443,2715,27728
"Nsmaf",58462,4849,53613
"LOC101055960",27355,815,26540
"Tox",305200,4146,301054
"Gm11802",16810,10097,6713
"LOC105247091",4827,2247,2580
"Gm33462",28482,448,28034
"Gm33539",8117,4712,3405
"Gm33646",23403,1088,22315
"8430436N08Rik",13114,1077,12037
"Gm33752",67325,523,66802
"Car8",97549,5722,91827
"LOC105247092",44784,704,44080
"Gm11810",333,333,0
"Gm18098",5989,5989,0
"Rab2a",72117,2297,69820
"LOC105247164",5220,4092,1128
"LOC105247093",11117,2565,8552
"Gm8273",2120,2120,0
"LOC102641941",17720,1400,16320
"Gm11809",947,947,0
"Chd7",178044,11401,166643
"Rps18-ps2",437,437,0
"Gm34428",2504,702,1802
"Gm34288",13964,2518,11446
"Clvs1",306936,4587,302349
"Gm11816",4358,3400,958
"Asph",220260,14301,205959
"Gm19130",531,531,0
"Gm34947",3042,264,2778
"4930412C18Rik",52827,3969,48858
"LOC105247094",17571,1959,15612
"Gdf6",17974,3532,14442
"4930448K20Rik",1433,1433,0
"Gm35008",10630,267,10363
"Gm11814",1507,1507,0
"1700123O12Rik",289772,568,289204
"Gm12920",1244,1244,0
"Mir3471-1",131,131,0
"Gm12918",724,724,0
"Gm12919",2001,2001,0
"2610301B20Rik",25177,2369,22808
"Gm35059",19264,4057,15207
"Rps11-ps3",538,538,0
"LOC102638891",4999,3062,1937
"Plekhf2",18958,2920,16038
"Gm35429",39420,5917,33503
"Ndufaf6",25194,1543,23651
"Gm11827",3649,1897,1752
"Gm11829",589,589,0
"Mir684-2",86,86,0
"LOC102639147",10884,643,10241
"Trp53inp1",17937,5430,12507
"A630034I12Rik",15297,4551,10746
"Ccne2",15566,4526,11040
"Ints8",55109,5117,49992
"Dpy19l4",60821,6905,53916
"LOC105247095",22239,3111,19128
"Esrp1",54851,3969,50882
"Gm35631",2295,1615,680
"Gm11821",1734,1734,0
"1110037F02Rik",65196,7125,58071
"Gm35693",7485,697,6788
"Rad54b",56889,7051,49838
"Fsbp",8141,4572,3569
"Gm11832",4809,2240,2569
"Gm11833",918,918,0
"Gm35884",12212,2855,9357
"Gem",10547,2257,8290
"Cdh17",59749,3566,56183
"Pdp1",8268,4398,3870
"1700123M08Rik",27722,1066,26656
"LOC105247096",3332,755,2577
"Tmem67",50011,3694,46317
"Rbm12b2",6902,3565,3337
"Gm11839",2355,2355,0
"Gm11841",2360,2360,0
"LOC101056106",2437,2318,119
"Rbm12b1",7789,6215,1574
"Fam92a",18301,3051,15250
"Gm11847",5253,5253,0
"Triqk",74649,1501,73148
"LOC105247097",44106,2840,41266
"Gm11820",41295,4172,37123
"LOC102639470",2831,517,2314
"Gm11826",524,524,0
"Gm36488",71471,1790,69681
"Gm36438",10165,1353,8812
"Runx1t1",151875,13808,138067
"Gm11823",75240,2278,72962
"Gm11824",849,849,0
"Gm2560",10171,1759,8412
"Gm11836",605,605,0
"Slc26a7",119542,5439,114103
"Lrrc69",177699,6654,171045
"Otud6b",17114,3982,13132
"Tmem55a",51042,2280,48762
"Gm11837",23203,1108,22095
"Necab1",197560,5015,192545
"Gm11844",12319,3656,8663
"Gm36801",36480,4163,32317
"Tmem64",20934,4681,16253
"Gm29883",38672,1507,37165
"Gm29829",8375,460,7915
"Gm11857",317,317,0
"Gm11855",2312,2312,0
"Calb1",25446,2867,22579
"Decr1",28268,2959,25309
"Mir6400",92,92,0
"Nbn",34623,2491,32132
"Gm11869",468,468,0
"Osgin2",17534,3617,13917
"Gm11870",2551,2551,0
"Ripk2",40939,2917,38022
"A530072M11Rik",102116,1852,100264
"Gm11865",4197,1745,2452
"Gm11864",1203,1203,0
"Gm11862",665,665,0
"Gm11848",966,966,0
"LOC105247098",26377,565,25812
"Gm30092",89792,3080,86712
"Mmp16",265253,4576,260677
"Gm11860",1010,1010,0
"Gm11853",9471,9471,0
"Cnbd1",354582,1655,352927
"Gm11868",1475,1475,0
"LOC105247099",15097,478,14619
"Gm12393",854,854,0
"Cngb3",229774,4708,225066
"Gm11877",927,927,0
"Cpne3",50853,5646,45207
"Rmdn1",32071,2242,29829
"Wwp1",100709,7262,93447
"LOC105247100",5373,5091,282
"Gm12354",4230,3651,579
"Slc7a13",23487,2134,21353
"Atp6v0d2",45729,2503,43226
"4930480G23Rik",26295,1259,25036
"Ttpa",22697,3311,19386
"LOC105247101",9138,1584,7554
"Ggh",24125,4379,19746
"Gm29814",471,471,0
"Nkain3",661975,10558,651417
"Gm11873",1301,1301,0
"Gm11871",1010,1010,0
"Gm11875",805,805,0
"Prdm13",10099,6038,4061
"Ccnc",32222,4369,27853
"Tstd3",9830,1587,8243
"Usp45",70712,6167,64545
"4930528A17Rik",2122,2122,0
"Pnisr",28893,4759,24134
"Coq3",32489,2836,29653
"Faxc",71461,10399,61062
"Gm11885",1305,1305,0
"LOC105247102",16339,1540,14799
"LOC105247103",108790,1169,107621
"Fbxl4",76549,5526,71023
"Pou3f2",6272,6272,0
"Gm11878",485,485,0
"LOC105247104",53560,613,52947
"Gm30886",40935,294,40641
"LOC102633008",50241,597,49644
"Gm11884",10173,1678,8495
"Gm31085",45618,854,44764
"Gm11888",744,744,0
"Gm11889",2783,2152,631
"Gm31145",145238,12934,132304
"Gm27243",454367,2433,451934
"Gm11892",1208,1208,0
"Mms22l",106507,5420,101087
"Klhl32",236759,5331,231428
"Gm31436",5765,3798,1967
"Gm31379",28022,1079,26943
"Ndufaf4",6919,3632,3287
"C230012O17Rik",10743,10270,473
"Gpr63",42693,7239,35454
"Fhl5",43138,1361,41777
"Ufl1",34107,5206,28901
"Prdx6-ps2",1363,1363,0
"Gm11897",834,834,0
"Gm11896",809,809,0
"Gm11893",880,880,0
"Fut9",190671,11990,178681
"LOC105247105",8257,218,8039
"Gm11895",2276,1351,925
"Manea",22147,4791,17356
"Bhmt-ps1",1872,1872,0
"Gm11903",796,796,0
"Gng2-ps1",414,414,0
"Gm11905",646,646,0
"4930548K13Rik",69630,561,69069
"LOC105247106",28189,353,27836
"Gm11914",516,516,0
"Tpm3-rs2",903,903,0
"Gm11911",798,798,0
"LOC105247165",488,488,0
"Gm11907",1237,1237,0
"Gm11908",373,373,0
"Gm11909",777,777,0
"Epha7",154468,8164,146304
"Gm11917",20836,476,20360
"Gm11919",767,767,0
"4930556G01Rik",191149,891,190258
"Gm11920",643,643,0
"LOC105247166",13182,5055,8127
"Gm32173",8902,217,8685
"Gm11922",1498,1498,0
"LOC105247167",56402,952,55450
"LOC105247107",516,213,303
"Gm32412",55858,6114,49744
"Map3k7",61175,7656,53519
"Gm11927",1223,835,388
"LOC105247108",25845,2200,23645
"Gm11929",1099,1099,0
"Bach2",347535,13401,334134
"Bach2os",11983,1661,10322
"Gja10",1518,1518,0
"Casp8ap2",37799,6810,30989
"Mdn1",118106,17987,100119
"LOC105247109",1426,1122,304
"Lyrm2",2010,1344,666
"Ankrd6",146858,6357,140501
"Gm11942",468,468,0
"Rragd",39183,5047,34136
"4933421O10Rik",4185,3850,335
"Ube2j1",20973,3555,17418
"Gm11931",2163,788,1375
"Gabrr2",38154,2874,35280
"Gabrr1",43165,2805,40360
"Pm20d2",19337,5740,13597
"Gm11930",238,238,0
"Srsf12",24358,3156,21202
"Pnrc1",3365,1925,1440
"Rngtt",192314,7195,185119
"Mir8118",129,129,0
"Gm32893",9597,383,9214
"Gm32955",26725,631,26094
"Gm33059",58100,1136,56964
"Gm33008",2058,621,1437
"Gm33105",10841,2104,8737
"Cnr1",24988,8707,16281
"Spaca1",25196,1348,23848
"Gm33286",8461,1267,7194
"Gm20764",9938,790,9148
"Gm12751",890,890,0
"Gm12752",1734,1734,0
"Gm12754",488,488,0
"LOC102636231",321,321,0
"LOC105247110",19314,319,18995
"Gm33434",2708,951,1757
"Gm12350",779,779,0
"Akirin2",16297,1722,14575
"Orc3",48162,6329,41833
"Rars2",45227,1987,43240
"Slc35a1",24556,5807,18749
"1700003M02Rik",41664,2332,39332
"Gm136",12472,1303,11169
"Smim8",9733,994,8739
"Zfp292",81824,11962,69862
"Gm12363",890,890,0
"Cga",13596,774,12822
"2410114N07Rik",1693,951,742
"Gm12361",1384,1384,0
"Gm12362",641,641,0
"Mob3b",208422,10421,198001
"Gm33620",11246,2552,8694
"Ifnk",1965,820,1145
"3110043O21Rik",34737,3473,31264
"Gm12366",941,941,0
"LOC105247168",10648,1236,9412
"Gm18607",714,714,0
"Gm33672",5833,1655,4178
"Gm12365",574,574,0
"Gm33779",5008,4135,873
"Lingo2",1245608,7465,1238143
"Gm12369",906,906,0
"Gm12370",577,577,0
"Mir876",81,81,0
"Mir873b",77,77,0
"Mir873a",77,77,0
"Gm12371",35746,1770,33976
"LOC105247111",13137,2646,10491
"LOC105247169",14594,1115,13479
"Rpl23a-ps6",508,508,0
"Gm12374",38319,3149,35170
"Gm12375",675,675,0
"Gm12378",1458,1458,0
"Gm12381",283817,2288,281529
"Gm12382",917,917,0
"Gm18004",639,639,0
"Gm12383",743,743,0
"LOC105247112",225,150,75
"Gm17094",52205,3334,48871
"1700009N14Rik",1488,1264,224
"LOC105247113",13290,1955,11335
"LOC105247114",3442,2248,1194
"Gm34007",76611,2541,74070
"Gm12385",856,856,0
"Gm34071",3655,294,3361
"Gm12384",644,644,0
"Gm12387",997,997,0
"Gm34132",15835,1930,13905
"Gm12388",1843,1843,0
"Aco1",55745,4319,51426
"Ddx58",36049,4943,31106
"Topors",10236,3842,6394
"Toporsos",643,325,318
"Ndufb6",8706,534,8172
"4930509K18Rik",4488,1810,2678
"Tmem215",3474,3226,248
"4933428C19Rik",42709,818,41891
"Aptx",39590,6645,32945
"Gm6297",2688,1673,1015
"Dnaja1",14686,5792,8894
"Mir207",79,79,0
"Smu1",22237,3273,18964
"Gm34213",3878,493,3385
"Gm12396",639,639,0
"B4galt1",49956,4804,45152
"Mir5123",83,83,0
"Gm34289",41418,3307,38111
"Gm12397",1665,1665,0
"Spink4",11340,393,10947
"Bag1",11897,1349,10548
"Chmp5",16750,1372,15378
"Nfx1",55349,7247,48102
"Mir3094",64,64,0
"Aqp7",15142,2623,12519
"Aqp3",5460,1763,3697
"Nol6",9913,4483,5430
"Ube2r2",57350,3312,54038
"Gm12403",1180,1180,0
"Ubap2",81009,4985,76024
"LOC105247115",3517,1046,2471
"Dcaf12",25427,4317,21110
"Ubap1",40771,2738,38033
"Kif24",74186,7534,66652
"Nudt2",15847,1226,14621
"AI464131",11290,7080,4210
"1110017D15Rik",12329,1760,10569
"Fam219aos",1493,708,785
"Fam219a",51843,3970,47873
"Gm12404",1992,856,1136
"Dnaic1",68496,2722,65774
"Enho",2159,1247,912
"Gm12405",15632,7273,8359
"Cntfr",39594,3318,36276
"Rpp25l",1794,1148,646
"Dctn3",8366,966,7400
"Arid3c",8037,3810,4227
"Sigmar1",2867,1640,1227
"LOC105247116",12468,2267,10201
"Galt",3997,2261,1736
"Il11ra1",9031,1961,7070
"Ccl27a",4744,3170,1574
"Gm12407",1962,673,1289
"Gm10601",3177,3177,0
"LOC105247117",5627,2708,2919
"Gm30036",1784,1557,227
"LOC105247119",2797,700,2097
"Gm21075",19957,4637,15320
"Gm29964",1703,1703,0
"Gm29801",2429,2429,0
"Gm29804",2632,2632,0
"LOC101056144",1818,1818,0
"Gm21541",1131,867,264
"LOC100861618",1956,667,1289
"Gm20878",1030,402,628
"Gm20938",15057,6476,8581
"Gm36562",2907,2680,227
"Gm21093",19181,9796,9385
"Gm21104",1951,673,1278
"Gm3893",3558,3558,0
"Gm13304",1131,867,264
"Gm2457",1962,673,1289
"Gm13306",5402,1218,4184
"Gm13305",9762,2492,7270
"Gm2163",417065,5858,411207
"Gm13301",19799,4479,15320
"Gm17167",1703,1703,0
"Gm5859",2438,2438,0
"Gm17818",666,666,0
"Gm10600",1922,1922,0
"Gm29830",1818,1818,0
"Ccl21b",1095,831,264
"Ccl19-ps1",2009,720,1289
"Gm13308",1065,437,628
"Gm21598",15057,6476,8581
"Gm21586",1030,402,628
"Gm3883",19448,9787,9661
"Gm13298",128620,5361,123259
"Ccl19-ps2",1997,719,1278
"Gm10591",1131,867,264
"Gm2564",1962,673,1289
"Ccl27b",5402,1218,4184
"Il11ra2",10489,3219,7270
"LOC105247118",3025,1302,1723
"Gm21158",10197,8522,1675
"Gm35264",1012,804,208
"LOC102638670",95220,1286,93934
"Ccl19",1994,720,1274
"Ccl21a",1132,868,264
"LOC100861727",8241,5852,2389
"Gm12429",11096,6870,4226
"BC049635",6836,2294,4542
"N28178",71533,9838,61695
"Gm34832",13475,11135,2340
"Dnajb5",9599,4119,5480
"1700022I11Rik",4380,3726,654
"Vcp",20544,3315,17229
"Fancg",8232,3091,5141
"Pigo",10060,5678,4382
"Stoml2",3695,1548,2147
"Fam214b",13807,4053,9754
"LOC105247120",7102,842,6260
"Unc13b",206026,20406,185620
"Atp8b5",107138,4985,102153
"Rusc2",45111,8205,36906
"Fam166b",4919,3513,1406
"Tesk1",5799,3620,2179
"Cd72",7745,2480,5265
"Sit1",1627,1201,426
"Rmrp",275,275,0
"Ccdc107",2582,914,1668
"Arhgef39",12631,2440,10191
"Car9",6785,2268,4517
"Gm30166",1695,633,1062
"Tpm2",9858,3355,6503
"Tln1",31071,8885,22186
"Creb3",4427,1582,2845
"Gba2",11937,3535,8402
"LOC105247121",8721,1041,7680
"Rgp1",8753,5872,2881
"Msmp",1279,743,536
"LOC105247122",19162,654,18508
"Npr2",21106,5469,15637
"Spag8",2795,2232,563
"Hint2",2260,661,1599
"Gm4748",7049,7049,0
"Fam221b",9238,1763,7475
"Gm12481",498,498,0
"Tmem8b",23698,5542,18156
"Olfr70",5808,2352,3456
"Olfr71",939,939,0
"Hrct1",913,913,0
"5430416O09Rik",4501,4086,415
"A630077J23Rik",7606,957,6649
"Olfr269-ps1",773,773,0
"Olfr159",960,960,0
"Olfr29-ps1",963,963,0
"Gm12492",1357,1357,0
"Olfr156",1168,1168,0
"Gm30318",7371,680,6691
"Olfr157",2892,1945,947
"Olfr155",1172,1172,0
"Reck",69277,4534,64743
"Gm30377",1759,475,1284
"Glipr2",21417,2019,19398
"Ccin",2030,2030,0
"Clta",29033,1866,27167
"Gne",50103,5943,44160
"Gm12503",25445,3621,21824
"Gm12504",2231,2231,0
"Rnf38",107432,5841,101591
"Mir5106",73,73,0
"Melk",63800,2955,60845
"Pax5",184213,8147,176066
"Mir5120",78,78,0
"LOC102632357",23291,6213,17078
"5730488B01Rik",2311,2311,0
"Gm12463",1051,1051,0
"Zcchc7",175657,2949,172708
"Gm12678",4361,475,3886
"Gm30763",3223,728,2495
"Grhpr",10699,2275,8424
"Zbtb5",21171,5606,15565
"1700055D18Rik",1798,1798,0
"Polr1e",15671,3691,11980
"Fbxo10",50357,4634,45723
"Gm30939",16311,2884,13427
"Tomm5",2905,687,2218
"Frmpd1",101520,5229,96291
"Frmpd1os",9268,415,8853
"Trmt10b",19061,2572,16489
"Exosc3",3975,1035,2940
"Gm31017",2809,374,2435
"Gm12585",410,410,0
"Dcaf10",37998,7589,30409
"Slc25a51",12861,4455,8406
"Shb",107553,2744,104809
"Gm31178",6878,6779,99
"Gm12411",516,516,0
"Gm12408",6130,1758,4372
"Gm829",40118,1090,39028
"Gm31563",16529,2125,14404
"Gm12409",1847,646,1201
"Aldh1b1",5587,2302,3285
"Igfbpl1",17321,2729,14592
"Stra6l",63199,5455,57744
"E230008N13Rik",60472,5081,55391
"Tdrd7",69740,4980,64760
"Tmod1",77093,3370,73723
"Tstd2",23836,4383,19453
"Ncbp1",33893,3112,30781
"Xpa",21604,1668,19936
"Gm31617",4809,902,3907
"Gm12444",941,941,0
"Gm12445",1118,1016,102
"Gm12447",23625,1195,22430
"LOC105247123",2253,2112,141
"Foxe1",1116,1116,0
"5830415F09Rik",17054,4462,12592
"Hemgn",19516,2456,17060
"Anp32b",21541,1891,19650
"Nans",14110,1904,12206
"Trim14",31070,3243,27827
"Coro2a",64993,4460,60533
"LOC105247126",792,687,105
"LOC105247125",8671,3942,4729
"Tbc1d2",46488,5074,41414
"Gm31850",3317,2218,1099
"LOC105247124",6735,1904,4831
"Gabbr2",327817,3998,323819
"Gm32208",15795,2716,13079
"Gm32135",9927,6000,3927
"Anks6",41971,5772,36199
"Galnt12",31150,2368,28782
"Gm12426",9397,7342,2055
"Col15a1",105535,5754,99781
"Gm32317",20187,8434,11753
"LOC105247127",12580,687,11893
"Tgfbr1",61814,6222,55592
"Gm32435",32274,6949,25325
"Gm12430",1842,1842,0
"Alg2",4542,3062,1480
"Sec61b",8573,552,8021
"LOC105247128",5614,1034,4580
"LOC105247129",10793,716,10077
"Gm32487",4871,965,3906
"Gm32544",12863,687,12176
"Nr4a3",41811,6527,35284
"Stx17",61593,6041,55552
"Erp44",86271,2659,83612
"Mir1958",97,97,0
"Invs",152194,7439,144755
"Gm12435",1076,1076,0
"Tex10",42607,3558,39049
"Msantd3",26061,6064,19997
"Tmeff1",78018,2524,75494
"Murc",9979,2044,7935
"LOC105247130",68477,631,67846
"Gm12436",64645,2959,61686
"Lppr1",280800,3967,276833
"Gm32657",11373,8864,2509
"LOC102635389",1672,1672,0
"Rbpsuh-ps1",24153,24153,0
"Acnat2",32811,2374,30437
"Gm12451",14168,3180,10988
"Gm12452",721,721,0
"Rbpsuh-ps2",13859,4360,9499
"Acnat1",37781,6127,31654
"Gm33009",12560,1244,11316
"Gm32894",15995,996,14999
"Baat",18497,3302,15195
"Gm33060",1063,973,90
"Mrpl50",8487,2103,6384
"Zfp189",10383,3047,7336
"Aldob",13489,1953,11536
"Tmem246",13365,3119,10246
"Gm33106",1788,1062,726
"Gm33159",32143,6204,25939
"Rnf20",24876,4335,20541
"Grin3a",184393,8021,176372
"Ppp3r2",3237,2985,252
"LOC105247131",13646,6715,6931
"LOC105247133",38775,1154,37621
"LOC105247132",114103,448,113655
"Gm12460",378,378,0
"Cylc2",13297,2072,11225
"LOC102642381",20651,1242,19409
"Amd-ps4",1893,1893,0
"Gm12461",1354,1354,0
"C630028M04Rik",83017,3387,79630
"Gm12466",707,707,0
"Gm12467",81422,921,80501
"Gm12475",1386,1386,0
"Smc2os",8681,626,8055
"Smc2",49145,5531,43614
"Tmc4-ps",2187,925,1262
"Vma21-ps",2368,2368,0
"Toporsl",16151,2801,13350
"Gm33435",2434,811,1623
"4930552N02Rik",13666,1188,12478
"Gm12482",790,790,0
"Olfr275",960,960,0
"Olfr274-ps1",829,829,0
"Olfr273",954,954,0
"Cct3-ps1",2331,1884,447
"Olfr272",960,960,0
"Olfr271-ps1",952,952,0
"Gm33479",14430,255,14175
"Olfr270",939,939,0
"Nipsnap3a",11571,1099,10472
"Nipsnap3b",10286,1657,8629
"Abca1",129200,10522,118678
"4930412L05Rik",18237,12378,5859
"4930522O17Rik",4925,452,4473
"AI427809",8877,2277,6600
"Gm12496",55411,1769,53642
"Slc44a1",182066,7956,174110
"Gm33729",44386,10953,33433
"Fsd1l",77081,10768,66313
"LOC100534358",1037,1037,0
"Fktn",51679,6656,45023
"Tal2",7181,1144,6037
"Rps15a-ps8",426,426,0
"Tmem38b",35975,2862,33113
"Gm12468",1844,588,1256
"Gm33840",3042,966,2076
"Gm33893",40974,403,40571
"Gm33946",90372,1334,89038
"Gm34008",8616,318,8298
"Gm34072",1156,321,835
"Tpt1-ps2",772,772,0
"Gm12477",572,572,0
"Gm34133",42695,921,41774
"Gm12479",2224,2224,0
"Zfp462",138981,14889,124092
"LOC105247134",8752,1248,7504
"LOC105247135",9446,2115,7331
"Gm12509",604,604,0
"Gm34231",31073,840,30233
"Gm12508",11547,609,10938
"LOC105247136",5519,2661,2858
"Rad23b",42196,3811,38385
"Gm34290",5582,759,4823
"Gm12505",8400,757,7643
"Klf4",5339,3044,2295
"Gm12506",104378,3197,101181
"Gm34343",2865,2497,368
"Gm12511",26958,943,26015
"Gm34482",5412,259,5153
"Gm12519",34282,3901,30381
"LOC105247137",48645,369,48276
"Gm12518",773,773,0
"Gm34628",22485,612,21873
"Gm34687",91471,3881,87590
"Actl7b",1421,1421,0
"Actl7a",1504,1504,0
"Ikbkap",52652,6236,46416
"Fam206a",7277,4661,2616
"Ctnnal1",54277,3687,50590
"Tmem245",71525,7104,64421
"Mir32",70,70,0
"Frrs1l",30256,3854,26402
"Epb4.1l4b",151126,8454,142672
"Gm34738",9865,9727,138
"Gm34802",3154,1087,2067
"Gm12530",4484,1759,2725
"Ptpn3",148206,7570,140636
"Gm12536",1754,928,826
"1700042G15Rik",4501,2030,2471
"Gm12537",1201,1201,0
"Gm12538",613,613,0
"Gm12539",2746,1947,799
"Palm2",148899,8213,140686
"Gm35099",13543,2915,10628
"Akap2",51737,6869,44868
"D630039A03Rik",7881,2896,4985
"LOC105247139",27213,2696,24517
"LOC105247138",2011,1492,519
"Txn1",13039,1051,11988
"Gm35344",11638,1519,10119
"Txndc8",25115,682,24433
"Gm35402",31314,808,30506
"Svep1",163801,11275,152526
"Gm30907",178,178,0
"Musk",92209,7491,84718
"Lpar1",118776,4635,114141
"Mir3095",87,87,0
"Gm12577",1069,1069,0
"Gm12579",808,808,0
"Olfr267",4979,4016,963
"AI314180",115887,10026,105861
"Zkscan16",19057,7625,11432
"Ptgr1",21542,2176,19366
"Dnajc25",28589,2476,26113
"Gng10",6744,1120,5624
"AI481877",76233,6775,69458
"Gm35527",17845,697,17148
"Rpsa-ps11",1031,1031,0
"Ugcg",33630,4065,29565
"Gm12596",9094,1280,7814
"Gm35578",12507,1278,11229
"Susd1",125088,4432,120656
"Gm12527",559,559,0
"Ptbp3",77512,7515,69997
"LOC102639321",2288,2115,173
"Hsdl2",38237,3919,34318
"E130308A19Rik",133088,16000,117088
"Inip",14214,3221,10993
"Snx30",99615,7905,91710
"Gm12543",543,543,0
"Slc46a2",9158,2060,7098
"Mup4",3860,1002,2858
"Mup6",2666,662,2004
"Mup-ps1",65535,65535,0
"Mup7",4013,1039,2974
"Mup2",3960,1090,2870
"Mup-ps2",18732,1178,17554
"Mup8",3980,987,2993
"LOC102639433",7545,631,6914
"Mup9",3916,932,2984
"Mup-ps4",2703,2703,0
"Mup1",3949,1091,2858
"Gm13773",18191,724,17467
"Mup10",3896,924,2972
"Mup11",3930,955,2975
"Mup-ps7",3799,3799,0
"Mup12",3901,924,2977
"Mup-ps8",18191,1003,17188
"Gm21320",4005,1032,2973
"Gm21286",3191,734,2457
"Mup-ps9",3642,831,2811
"Mup13",3980,984,2996
"Mup14",3962,967,2995
"LOC102640754",7550,631,6919
"Mup15",3928,940,2988
"Mup-ps12",97893,3583,94310
"Mup16",3912,1070,2842
"Mup17",3925,950,2975
"Mup-ps14",3757,3757,0
"LOC100048884",3922,933,2989
"LOC102631971",27274,631,26643
"Mup19",3913,935,2978
"Mup-ps16",18223,3203,15020
"Mup5",3862,872,2990
"Mup-ps23",1396,771,625
"Mup-ps17",467,129,338
"Mup-ps18",9573,762,8811
"Mup-ps19",10990,867,10123
"Mup20",42738,975,41763
"Mup-ps21",3277,726,2551
"Mup3",3895,997,2898
"LOC105243851",10159,3345,6814
"Mup21",3010,755,2255
"Zfp37",19193,4016,15177
"Gm30451",479,329,150
"Slc31a2",18020,2014,16006
"Fkbp15",60250,6340,53910
"Slc31a1",31188,3765,27423
"Cdc26",14829,1588,13241
"Prpf4",18224,5292,12932
"Rnf183",7191,1413,5778
"Gm30589",9247,295,8952
"Wdr31",22312,3770,18542
"Bspry",17306,3201,14105
"Hdhd3",3147,1083,2064
"Alad",14080,4731,9349
"Pole3",1217,602,615
"4933430I17Rik",27423,6134,21289
"Rgs3",143185,11124,132061
"Gm11211",4404,741,3663
"LOC105247140",23566,2956,20610
"Gm30699",10363,5045,5318
"Zfp618",174155,9195,164960
"Gm30764",859,682,177
"Ambp",10864,1233,9631
"Kif12",6514,2272,4242
"Col27a1",120983,8443,112540
"Mir455",82,82,0
"Orm1",3597,768,2829
"Gm11212",3436,3436,0
"Orm3",4233,3082,1151
"Orm2",3429,774,2655
"Akna",43632,7800,35832
"Aknaos",15068,6388,8680
"Whrn",81170,4707,76463
"Atp6v1g1",5937,1093,4844
"LOC102642011",2567,2489,78
"6330416G13Rik",27942,5000,22942
"Gm11213",8361,684,7677
"1700018C11Rik",15364,713,14651
"Gm11482",7567,1101,6466
"Gm11214",1237,1237,0
"LOC105247142",81550,494,81056
"Tnfsf15",20511,5828,14683
"LOC105247141",28129,594,27535
"Tnfsf8",28862,2536,26326
"Rpl17-ps4",613,613,0
"Tnc",87231,7373,79858
"LOC105247143",6776,4056,2720
"8030451A03Rik",136493,5080,131413
"Gm31115",131839,2967,128872
"Gm11217",22551,2161,20390
"Gm11218",1891,1891,0
"Pappa",233336,11027,222309
"Astn2",1023728,6255,1017473
"Trim32",11255,3651,7604
"Gm31533",3657,1284,2373
"Gm11220",475,475,0
"Tlr4",14987,3847,11140
"Hmgb1-rs18",180,180,0
"Gm11249",922,922,0
"Tcp1-ps1",2135,2135,0
"Gm12911",9494,892,8602
"Brinp1",193026,3354,189672
"LOC105247144",1755,1162,593
"Gm31905",2737,2220,517
"Gm11404",3510,3510,0
"Gm11221",697,697,0
"Gm11222",735,735,0
"Gm11223",970,970,0
"Gm11224",1108,1108,0
"Gm11225",1046,1046,0
"Cdk5rap2",192772,12649,180123
"Megf9",103002,3062,99940
"Gm32209",111333,1816,109517
"LOC105247145",12479,1344,11135
"Gm11227",2140,562,1578
"Gm11228",56025,2013,54012
"Gm18534",1297,1297,0
"Rps18-ps1",523,523,0
"LOC105247146",15267,455,14812
"Gm11231",2336,2187,149
"LOC102634852",2215,1572,643
"Tle1",90949,13251,77698
"C630043F03Rik",2687,2687,0
"Aldoart1",2052,2052,0
"Gm5287",598,598,0
"Gm11251",6251,6251,0
"Gm11487",6373,1362,5011
"Gm11485",1172,1172,0
"Gm11488",900,900,0
"Gm11237",6379,1237,5142
